grade,date_str,differential,predicted,residual,api_gravity,sulfur_pct,vacuum_resid_pct,ccr_wt_pct,brent_price,region_simple,distance_band,is_landlocked
Alvheim,2012-04-01,3.950000047683716,2.167020902437006,1.7829791452467099,38.4,0.15,13,1.4,119.75,NorthSea,short,0
Alvheim,2012-05-01,3.299999952316284,1.8989398757490088,1.4010600765672754,38.4,0.15,13,1.4,110.34,NorthSea,short,0
Alvheim,2012-06-01,3.700000047683716,3.942788578341334,-0.2427885306576183,38.4,0.15,13,1.4,95.16,NorthSea,short,0
Alvheim,2012-07-01,3.0,2.489069795363889,0.5109302046361108,38.4,0.15,13,1.4,102.62,NorthSea,short,0
Alvheim,2012-08-01,3.4000000953674316,0.6151810407566698,2.784819054610762,38.4,0.15,13,1.4,113.36,NorthSea,short,0
Alvheim,2012-09-01,3.4000000953674316,1.11290792643838,2.2870921689290515,38.4,0.15,13,1.4,112.86,NorthSea,short,0
Alvheim,2013-01-01,4.050000190734863,-1.9029020957581921,5.952902286493055,38.4,0.15,13,1.4,112.96,NorthSea,short,0
Alvheim,2013-02-01,2.4000000953674316,-2.069177403962224,4.469177499329655,38.4,0.15,13,1.4,116.05,NorthSea,short,0
Alvheim,2013-03-01,3.4000000953674316,0.456315741427461,2.943684353939971,38.4,0.15,13,1.4,108.47,NorthSea,short,0
Alvheim,2017-01-01,1.45,-0.011261270495253939,1.461261270495254,38.4,0.15,13,1.4,54.58,NorthSea,short,0
Alvheim,2017-02-01,1.2,1.3703377183602095,-0.1703377183602095,38.4,0.15,13,1.4,54.87,NorthSea,short,0
Alvheim,2017-03-01,1.5,1.3796029779505068,0.12039702204949321,38.4,0.15,13,1.4,51.59,NorthSea,short,0
Alvheim,2017-07-01,1.35,3.222497885108317,-1.872497885108317,38.4,0.15,13,1.4,48.48,NorthSea,short,0
Alvheim,2017-08-01,1.75,2.586425556237714,-0.8364255562377139,38.4,0.15,13,1.4,51.7,NorthSea,short,0
Alvheim,2017-09-01,2.2,0.7987562764123276,1.4012437235876725,38.4,0.15,13,1.4,56.15,NorthSea,short,0
Alvheim,2019-04-01,1.8,1.6231958163078704,0.1768041836921297,38.4,0.15,13,1.4,71.23,NorthSea,short,0
Alvheim,2019-05-01,2.15,0.4496022638422439,1.700397736157756,38.4,0.15,13,1.4,71.32,NorthSea,short,0
Alvheim,2019-06-01,3.0,0.901529290152961,2.0984707098470388,38.4,0.15,13,1.4,64.22,NorthSea,short,0
Alvheim,2019-08-01,2.452747,3.198714521283807,-0.7459675212838071,38.4,0.15,13,1.4,59.04,NorthSea,short,0
Alvheim,2019-09-01,2.5,2.2398368951687275,0.2601631048312725,38.4,0.15,13,1.4,62.83,NorthSea,short,0
Alvheim,2019-10-01,2.55,1.8582011512319312,0.6917988487680686,38.4,0.15,13,1.4,59.71,NorthSea,short,0
Alvheim,2019-11-01,3.15,1.131183569620713,2.018816430379287,38.4,0.15,13,1.4,63.21,NorthSea,short,0
Alvheim,2019-12-01,3.7,1.533344429045975,2.166655570954025,38.4,0.15,13,1.4,67.31,NorthSea,short,0
Alvheim,2020-01-01,4.65,1.7455516120192902,2.90444838798071,38.4,0.15,13,1.4,63.65,NorthSea,short,0
Alvheim,2020-02-01,3.85,1.4476984194629905,2.4023015805370096,38.4,0.15,13,1.4,55.66,NorthSea,short,0
Alvheim,2020-03-01,3.65,-0.5501150241930117,4.200115024193011,38.4,0.15,13,1.4,32.01,NorthSea,short,0
Alvheim,2020-04-01,2.75,-2.135467508542097,4.8854675085420975,38.4,0.15,13,1.4,18.38,NorthSea,short,0
Alvheim,2020-05-01,-4.7,-0.6228599345176944,-4.077140065482306,38.4,0.15,13,1.4,29.38,NorthSea,short,0
Alvheim,2020-06-01,-0.7,-0.5065235845844362,-0.1934764154155637,38.4,0.15,13,1.4,40.27,NorthSea,short,0
Alvheim,2020-07-01,1.1,-0.2822745213777258,1.3822745213777259,38.4,0.15,13,1.4,43.24,NorthSea,short,0
Alvheim,2020-08-01,1.15,-0.10016264087743929,1.2501626408774391,38.4,0.15,13,1.4,44.74,NorthSea,short,0
Alvheim,2020-09-01,1.05,0.7534540078096585,0.2965459921903415,38.4,0.15,13,1.4,40.91,NorthSea,short,0
Alvheim,2020-10-01,0.4,0.5242278157635096,-0.12422781576350961,38.4,0.15,13,1.4,40.19,NorthSea,short,0
Alvheim,2020-11-01,0.15,0.8169994958361675,-0.6669994958361675,38.4,0.15,13,1.4,42.69,NorthSea,short,0
Alvheim,2020-12-01,0.05,0.3594277894337563,-0.3094277894337563,38.4,0.15,13,1.4,49.99,NorthSea,short,0
Alvheim,2021-01-01,0.8,1.4269851652326782,-0.6269851652326781,38.4,0.15,13,1.4,54.77,NorthSea,short,0
Alvheim,2021-02-01,0.75,0.06602321181511633,0.6839767881848837,38.4,0.15,13,1.4,62.28,NorthSea,short,0
Alvheim,2021-03-01,0.4,0.633511991890821,-0.23351199189082095,38.4,0.15,13,1.4,65.41,NorthSea,short,0
Alvheim,2021-04-01,0.75,1.3565016205245415,-0.6065016205245415,38.4,0.15,13,1.4,64.81,NorthSea,short,0
Alvheim,2021-05-01,0.5,1.3140342292748606,-0.8140342292748606,38.4,0.15,13,1.4,68.53,NorthSea,short,0
Alvheim,2021-07-01,0.75,2.153020887480058,-1.403020887480058,38.4,0.15,13,1.4,75.17,NorthSea,short,0
Alvheim,2021-08-01,1.55,2.3990190211709974,-0.8490190211709974,38.4,0.15,13,1.4,70.75,NorthSea,short,0
Alvheim,2021-09-01,0.55,1.852168390838065,-1.302168390838065,38.4,0.15,13,1.4,74.49,NorthSea,short,0
Alvheim,2021-10-01,0.7,1.375840340275612,-0.6758403402756121,38.4,0.15,13,1.4,83.54,NorthSea,short,0
Alvheim,2021-11-01,1.1,1.7181203706888655,-0.6181203706888654,38.4,0.15,13,1.4,81.05,NorthSea,short,0
Alvheim,2021-12-01,1.5,1.7127981850155802,-0.21279818501558023,38.4,0.15,13,1.4,74.17,NorthSea,short,0
Alvheim,2022-01-01,1.4,2.1807271293170647,-0.7807271293170648,38.4,0.15,13,1.4,86.51,NorthSea,short,0
Alvheim,2022-02-01,1.95,1.742825000434952,0.20717499956504803,38.4,0.15,13,1.4,97.13,NorthSea,short,0
Alvheim,2022-03-01,3.55,1.2568415887689035,2.2931584112310963,38.4,0.15,13,1.4,117.25,NorthSea,short,0
Alvheim,2022-04-01,6.2,5.125916666099057,1.0740833339009432,38.4,0.15,13,1.4,104.58,NorthSea,short,0
Alvheim,2022-05-01,5.5,5.167218948408108,0.3327810515918923,38.4,0.15,13,1.4,113.34,NorthSea,short,0
Alvheim,2022-06-01,7.0,1.7293819460168938,5.270618053983107,38.4,0.15,13,1.4,122.71,NorthSea,short,0
Alvheim,2022-07-01,8.0,0.4569061238178296,7.54309387618217,38.4,0.15,13,1.4,111.93,NorthSea,short,0
Alvheim,2022-08-01,10.95,2.529861320851628,8.420138679148371,38.4,0.15,13,1.4,100.45,NorthSea,short,0
Alvheim,2022-09-01,11.4,4.241885253253063,7.1581147467469375,38.4,0.15,13,1.4,89.76,NorthSea,short,0
Alvheim,2022-10-01,6.1,3.7253266141795605,2.374673385820439,38.4,0.15,13,1.4,93.33,NorthSea,short,0
Alvheim,2022-11-01,6.75,1.5293996307279931,5.220600369272007,38.4,0.15,13,1.4,91.42,NorthSea,short,0
Alvheim,2022-12-01,5.9,2.430494580068829,3.4695054199311715,38.4,0.15,13,1.4,80.92,NorthSea,short,0
Alvheim,2023-01-01,4.5,0.4859606919530731,4.014039308046927,38.4,0.15,13,1.4,82.5,NorthSea,short,0
Alvheim,2023-02-01,5.2,0.747155809224196,4.452844190775804,38.4,0.15,13,1.4,82.59,NorthSea,short,0
Alvheim,2023-03-01,1.4,2.4309925082375416,-1.0309925082375417,38.4,0.15,13,1.4,78.43,NorthSea,short,0
Alvheim,2023-04-01,1.4,2.3411908338457734,-0.9411908338457735,38.4,0.15,13,1.4,84.64,NorthSea,short,0
Alvheim,2023-05-01,1.5,3.1036152518981206,-1.6036152518981206,38.4,0.15,13,1.4,75.47,NorthSea,short,0
Alvheim,2023-06-01,2.65,2.755783420742696,-0.10578342074269598,38.4,0.15,13,1.4,74.84,NorthSea,short,0
Alvheim,2023-07-01,3.55,3.2971367701514103,0.25286322984858955,38.4,0.15,13,1.4,80.11,NorthSea,short,0
Alvheim,2023-08-01,5.0,3.0724194949570416,1.9275805050429584,38.4,0.15,13,1.4,86.15,NorthSea,short,0
Alvheim,2023-09-01,2.55,3.5956940553988566,-1.0456940553988567,38.4,0.15,13,1.4,93.72,NorthSea,short,0
Alvheim,2023-10-01,4.3,1.8540138456234767,2.445986154376523,38.4,0.15,13,1.4,90.6,NorthSea,short,0
Alvheim,2023-11-01,4.25,1.7725936220220913,2.4774063779779087,38.4,0.15,13,1.4,82.94,NorthSea,short,0
Alvheim,2023-12-01,6.7,1.8332603518012358,4.866739648198765,38.4,0.15,13,1.4,77.63,NorthSea,short,0
Alvheim,2024-01-01,3.0,0.536189598976947,2.463810401023053,38.4,0.15,13,1.4,80.12,NorthSea,short,0
Alvheim,2024-02-01,3.7,0.8277651463317865,2.8722348536682136,38.4,0.15,13,1.4,83.48,NorthSea,short,0
Alvheim,2024-03-01,4.25,2.073185272170518,2.176814727829482,38.4,0.15,13,1.4,85.41,NorthSea,short,0
Alvheim,2024-04-01,3.4,2.213715224875092,1.186284775124908,38.4,0.15,13,1.4,89.94,NorthSea,short,0
Arab Extra Light,2009-01-15,-2.25,2.867216955999202,-5.1172169559992025,37.2,1.15,15,2.2,43.44,MiddleEast,long,0
Arab Extra Light,2009-04-15,3.8699999999999974,3.77878403492741,0.09121596507258722,37.2,1.15,15,2.2,50.18,MiddleEast,long,0
Arab Extra Light,2009-05-15,3.8800000000000026,5.658701464855515,-1.7787014648555122,37.2,1.15,15,2.2,57.3,MiddleEast,long,0
Arab Extra Light,2009-06-15,0.0799999999999983,4.214965659083989,-4.13496565908399,37.2,1.15,15,2.2,68.61,MiddleEast,long,0
Arab Extra Light,2009-07-15,0.1400000000000005,4.302442446853259,-4.162442446853259,37.2,1.15,15,2.2,64.44,MiddleEast,long,0
Arab Extra Light,2009-08-15,-2.280000000000001,3.3251398448930116,-5.605139844893013,37.2,1.15,15,2.2,72.51,MiddleEast,long,0
Arab Extra Light,2009-11-15,0.7800000000000011,3.830700113434152,-3.050700113434151,37.2,1.15,15,2.2,76.66,MiddleEast,long,0
Arab Extra Light,2009-12-15,-0.0499999999999971,3.460677285384306,-3.510677285384303,37.2,1.15,15,2.2,74.46,MiddleEast,long,0
Arab Extra Light,2010-01-15,1.7199999999999989,4.353120648516105,-2.6331206485161065,37.2,1.15,15,2.2,76.17,MiddleEast,long,0
Arab Extra Light,2010-07-15,1.4500000000000028,4.403502919766304,-2.9535029197663007,37.2,1.15,15,2.2,75.58,MiddleEast,long,0
Arab Extra Light,2010-09-15,0.5099999999999909,1.0961811426457793,-0.5861811426457884,37.2,1.15,15,2.2,77.84,MiddleEast,long,0
Arab Extra Light,2010-10-15,-1.0499999999999972,1.9299925178028765,-2.9799925178028737,37.2,1.15,15,2.2,82.67,MiddleEast,long,0
Arab Extra Light,2010-11-15,-0.9500000000000028,2.0334304976466084,-2.9834304976466113,37.2,1.15,15,2.2,85.28,MiddleEast,long,0
Arab Extra Light,2010-12-15,-0.5900000000000034,1.0323876067813949,-1.6223876067813983,37.2,1.15,15,2.2,91.45,MiddleEast,long,0
Arab Extra Light,2011-01-15,-1.5600000000000025,1.183333734340275,-2.7433337343402773,37.2,1.15,15,2.2,96.52,MiddleEast,long,0
Arab Extra Light,2011-02-15,-2.6500000000000057,-2.2359414722387676,-0.4140585277612381,37.2,1.15,15,2.2,103.72,MiddleEast,long,0
Arab Extra Light,2011-03-15,0.7600000000000051,-1.3528053018942146,2.1128053018942197,37.2,1.15,15,2.2,114.64,MiddleEast,long,0
Arab Extra Light,2011-04-15,-2.0400000000000063,-1.1280802919293418,-0.9119197080706645,37.2,1.15,15,2.2,123.26,MiddleEast,long,0
Arab Extra Light,2011-05-15,-0.4499999999999886,-0.4071757946077703,-0.04282420539221826,37.2,1.15,15,2.2,114.99,MiddleEast,long,0
Arab Extra Light,2011-06-15,-2.5,-1.7957477702772735,-0.7042522297227265,37.2,1.15,15,2.2,113.83,MiddleEast,long,0
Arab Extra Light,2011-07-15,-2.0,-2.2912602177099473,0.29126021770994726,37.2,1.15,15,2.2,116.97,MiddleEast,long,0
Arab Extra Light,2011-08-15,0.9300000000000068,-3.2738363973320546,4.203836397332061,37.2,1.15,15,2.2,110.22,MiddleEast,long,0
Arab Extra Light,2011-09-15,0.3599999999999994,-5.586130117213099,5.946130117213098,37.2,1.15,15,2.2,112.83,MiddleEast,long,0
Arab Extra Light,2011-10-15,1.75,-2.8757446398776167,4.625744639877617,37.2,1.15,15,2.2,109.55,MiddleEast,long,0
Arab Extra Light,2011-11-15,0.5100000000000051,0.3061325779069666,0.20386742209303854,37.2,1.15,15,2.2,110.77,MiddleEast,long,0
Arab Extra Light,2011-12-15,0.6099999999999994,1.342415490259623,-0.7324154902596236,37.2,1.15,15,2.2,107.87,MiddleEast,long,0
Arab Extra Light,2012-01-15,-0.9500000000000028,0.7353889057618685,-1.6853889057618714,37.2,1.15,15,2.2,110.69,MiddleEast,long,0
Arab Extra Light,2012-02-15,-2.719999999999999,-1.7283963667692719,-0.991603633230727,37.2,1.15,15,2.2,119.33,MiddleEast,long,0
Arab Extra Light,2012-03-15,-2.890000000000001,-2.676259497337905,-0.213740502662096,37.2,1.15,15,2.2,125.45,MiddleEast,long,0
Arab Extra Light,2012-04-15,-2.4000000000000057,-1.2251151039972985,-1.1748848960027072,37.2,1.15,15,2.2,119.75,MiddleEast,long,0
Arab Extra Light,2012-05-15,2.259999999999991,-1.217820700162223,3.477820700162214,37.2,1.15,15,2.2,110.34,MiddleEast,long,0
Arab Extra Light,2012-06-15,5.090000000000003,1.337545691951557,3.7524543080484465,37.2,1.15,15,2.2,95.16,MiddleEast,long,0
Arab Extra Light,2012-07-15,-2.4000000000000057,-0.5452736645945091,-1.8547263354054966,37.2,1.15,15,2.2,102.62,MiddleEast,long,0
Arab Extra Light,2012-08-15,-5.8799999999999955,-2.8537254836885397,-3.0262745163114557,37.2,1.15,15,2.2,113.36,MiddleEast,long,0
Arab Extra Light,2012-09-15,-3.8299999999999983,-2.0927221967989604,-1.7372778032010379,37.2,1.15,15,2.2,112.86,MiddleEast,long,0
Arab Extra Light,2012-10-15,-2.589999999999989,-4.0470812334150095,1.4570812334150203,37.2,1.15,15,2.2,111.71,MiddleEast,long,0
Arab Extra Light,2012-11-15,-0.4600000000000079,-4.883975079702932,4.423975079702924,37.2,1.15,15,2.2,109.06,MiddleEast,long,0
Arab Extra Light,2012-12-15,-2.109999999999999,-4.803519619193029,2.69351961919303,37.2,1.15,15,2.2,109.49,MiddleEast,long,0
Arab Extra Light,2013-01-15,-2.739999999999995,-5.053276814169629,2.313276814169634,37.2,1.15,15,2.2,112.96,MiddleEast,long,0
Arab Extra Light,2013-02-15,-2.269999999999996,-5.2167637711837225,2.9467637711837265,37.2,1.15,15,2.2,116.05,MiddleEast,long,0
Arab Extra Light,2013-03-15,4.030000000000001,-2.2676655142365507,6.297665514236552,37.2,1.15,15,2.2,108.47,MiddleEast,long,0
Arab Extra Light,2013-04-15,1.6800000000000068,-0.1549031686977923,1.834903168697799,37.2,1.15,15,2.2,102.25,MiddleEast,long,0
Arab Extra Light,2013-05-15,1.8799999999999957,0.3377183332568914,1.5422816667431043,37.2,1.15,15,2.2,102.56,MiddleEast,long,0
Arab Extra Light,2013-06-15,1.5,0.5629120493863884,0.9370879506136116,37.2,1.15,15,2.2,102.92,MiddleEast,long,0
Arab Extra Light,2013-07-15,0.0899999999999892,1.5752732726161838,-1.4852732726161946,37.2,1.15,15,2.2,107.93,MiddleEast,long,0
Arab Extra Light,2013-08-15,-3.5400000000000063,0.9522173772707314,-4.492217377270737,37.2,1.15,15,2.2,111.28,MiddleEast,long,0
Arab Extra Light,2013-09-15,-6.319999999999993,0.7662220797976824,-7.086222079797675,37.2,1.15,15,2.2,111.6,MiddleEast,long,0
Arab Extra Light,2013-10-15,-6.170000000000002,-0.8502214648046037,-5.319778535195398,37.2,1.15,15,2.2,109.08,MiddleEast,long,0
Arab Extra Light,2013-11-15,-12.700000000000005,-2.5346506281287504,-10.165349371871255,37.2,1.15,15,2.2,107.79,MiddleEast,long,0
Arab Extra Light,2013-12-15,-9.03,-2.3546703039862087,-6.67532969601379,37.2,1.15,15,2.2,110.76,MiddleEast,long,0
Arab Extra Light,2014-01-15,-4.6000000000000085,-4.131799904750569,-0.46820009524943984,37.2,1.15,15,2.2,108.12,MiddleEast,long,0
Arab Extra Light,2014-04-15,-3.3299999999999983,-0.6649845534810753,-2.665015446518923,37.2,1.15,15,2.2,107.76,MiddleEast,long,0
Arab Extra Light,2014-05-15,-4.260000000000005,-1.442432691929508,-2.817567308070497,37.2,1.15,15,2.2,109.54,MiddleEast,long,0
Arab Extra Light,2014-06-15,-2.140000000000001,-0.9829723479374276,-1.1570276520625735,37.2,1.15,15,2.2,111.8,MiddleEast,long,0
Arab Extra Light,2014-07-15,2.410000000000011,1.09929928398426,1.3107007160157509,37.2,1.15,15,2.2,106.77,MiddleEast,long,0
Arab Extra Light,2014-08-15,2.4000000000000057,0.8705975853412915,1.5294024146587142,37.2,1.15,15,2.2,101.61,MiddleEast,long,0
Arab Extra Light,2014-09-15,1.5699999999999932,1.0044555460220446,0.5655444539779486,37.2,1.15,15,2.2,97.09,MiddleEast,long,0
Arab Extra Light,2014-10-15,1.6899999999999975,1.232414471632497,0.45758552836750055,37.2,1.15,15,2.2,87.43,MiddleEast,long,0
Arab Extra Light,2014-11-15,-0.289999999999992,0.4442558798889751,-0.7342558798889671,37.2,1.15,15,2.2,79.44,MiddleEast,long,0
Arab Extra Light,2015-01-15,1.1099999999999994,2.695731787252306,-1.5857317872523065,37.2,1.15,15,2.2,47.76,MiddleEast,long,0
Arab Extra Light,2015-02-15,-3.1700000000000017,-0.6466450802120639,-2.5233549197879377,37.2,1.15,15,2.2,58.1,MiddleEast,long,0
Arab Extra Light,2015-07-15,-2.6000000000000014,1.8024816105412047,-4.402481610541206,37.2,1.15,15,2.2,56.56,MiddleEast,long,0
Arab Extra Light,2015-08-15,0.5,1.9471864560278005,-1.4471864560278005,37.2,1.15,15,2.2,46.52,MiddleEast,long,0
Arab Extra Light,2015-09-15,1.6300000000000026,0.641653737655586,0.9883462623444166,37.2,1.15,15,2.2,47.62,MiddleEast,long,0
Arab Extra Light,2015-10-15,-0.2100000000000008,-0.05907179572157226,-0.15092820427842854,37.2,1.15,15,2.2,48.43,MiddleEast,long,0
Arab Extra Light,2015-11-15,1.3200000000000005,-0.025247884733574838,1.3452478847335754,37.2,1.15,15,2.2,44.27,MiddleEast,long,0
Arab Extra Light,2016-02-15,1.5,0.25219384365837794,1.247806156341622,37.2,1.15,15,2.2,32.18,MiddleEast,long,0
Arab Extra Light,2016-03-15,-1.730000000000004,0.9129513117178083,-2.6429513117178125,37.2,1.15,15,2.2,38.21,MiddleEast,long,0
Arab Extra Light,2016-04-15,-0.3299999999999983,1.3604741462467236,-1.6904741462467219,37.2,1.15,15,2.2,41.58,MiddleEast,long,0
Arab Extra Light,2016-05-15,0.259999999999998,2.846763704394836,-2.586763704394838,37.2,1.15,15,2.2,46.74,MiddleEast,long,0
Arab Extra Light,2016-06-15,-0.8299999999999983,2.059260144473706,-2.8892601444737043,37.2,1.15,15,2.2,48.25,MiddleEast,long,0
Arab Extra Light,2016-07-15,1.7099999999999935,1.6084029307764942,0.10159706922349931,37.2,1.15,15,2.2,44.95,MiddleEast,long,0
Arab Extra Light,2016-08-15,-0.5700000000000003,1.3683155972444456,-1.938315597244446,37.2,1.15,15,2.2,45.84,MiddleEast,long,0
Arab Extra Light,2016-09-15,-1.2899999999999991,0.9116458184528917,-2.201645818452891,37.2,1.15,15,2.2,46.57,MiddleEast,long,0
Arab Extra Light,2016-10-15,-1.4000000000000057,1.4662447850210338,-2.8662447850210393,37.2,1.15,15,2.2,49.52,MiddleEast,long,0
Arab Extra Light,2016-11-15,3.5,1.8307434206758486,1.6692565793241514,37.2,1.15,15,2.2,44.73,MiddleEast,long,0
Arab Extra Light,2016-12-15,-1.9299999999999995,0.8238248624819415,-2.753824862481941,37.2,1.15,15,2.2,53.31,MiddleEast,long,0
Arab Extra Light,2017-01-15,-3.1700000000000017,-0.41995745679452545,-2.7500425432054763,37.2,1.15,15,2.2,54.58,MiddleEast,long,0
Arab Extra Light,2017-02-15,-0.9199999999999946,1.2702656941158272,-2.190265694115822,37.2,1.15,15,2.2,54.87,MiddleEast,long,0
Arab Extra Light,2017-03-15,-0.3600000000000065,1.319720043902207,-1.6797200439022135,37.2,1.15,15,2.2,51.59,MiddleEast,long,0
Arab Extra Light,2017-04-15,-0.5300000000000011,2.2396510877544866,-2.7696510877544878,37.2,1.15,15,2.2,52.31,MiddleEast,long,0
Arab Extra Light,2017-05-15,0.9500000000000028,2.6220396980131455,-1.6720396980131427,37.2,1.15,15,2.2,50.33,MiddleEast,long,0
Arab Extra Light,2017-06-15,3.82,2.9817869379780166,0.8382130620219832,37.2,1.15,15,2.2,46.37,MiddleEast,long,0
Arab Extra Light,2017-12-15,1.9299999999999928,0.27661133769559043,1.6533886623044025,37.2,1.15,15,2.2,64.37,MiddleEast,long,0
Arab Extra Light,2018-02-15,1.3900000000000006,-0.5659410262328367,1.9559410262328374,37.2,1.15,15,2.2,65.32,MiddleEast,long,0
Arab Extra Light,2018-04-15,-3.030000000000001,-1.0837608030471464,-1.9462391969528547,37.2,1.15,15,2.2,72.11,MiddleEast,long,0
Arab Extra Light,2018-06-15,0.0900000000000034,-0.5244006000688071,0.6144006000688105,37.2,1.15,15,2.2,74.41,MiddleEast,long,0
Arab Extra Light,2018-07-15,0.1599999999999966,0.4324535393055384,-0.27245353930554184,37.2,1.15,15,2.2,74.25,MiddleEast,long,0
Arab Extra Light,2018-08-15,1.3499999999999943,-0.10696927211000884,1.4569692721100032,37.2,1.15,15,2.2,72.53,MiddleEast,long,0
Arab Extra Light,2018-09-15,-2.980000000000004,-2.5264985489060336,-0.45350145109397033,37.2,1.15,15,2.2,78.89,MiddleEast,long,0
Arab Extra Light,2018-10-15,-3.609999999999999,-3.8942185416352713,0.28421854163527227,37.2,1.15,15,2.2,81.03,MiddleEast,long,0
Arab Extra Light,2018-11-15,6.939999999999998,-1.879783727294976,8.819783727294974,37.2,1.15,15,2.2,64.75,MiddleEast,long,0
Arab Extra Light,2018-12-15,4.590000000000003,-1.9850179136309791,6.575017913630982,37.2,1.15,15,2.2,57.36,MiddleEast,long,0
Arab Extra Light,2019-03-15,0.7999999999999972,0.8030666114317626,-0.0030666114317654536,37.2,1.15,15,2.2,66.14,MiddleEast,long,0
Arab Extra Light,2019-04-15,1.1799999999999926,0.5097057288582414,0.6702942711417512,37.2,1.15,15,2.2,71.23,MiddleEast,long,0
Arab Extra Light,2019-12-15,0.2199999999999988,0.3895626946109374,-0.1695626946109386,37.2,1.15,15,2.2,67.31,MiddleEast,long,0
Arab Extra Light,2022-08-15,-4.140000000000001,-0.3939870419795062,-3.7460129580204944,37.2,1.15,15,2.2,100.45,MiddleEast,long,0
Arab Extra Light,2022-11-15,-4.590000000000003,-0.9301057003661106,-3.659894299633893,37.2,1.15,15,2.2,91.42,MiddleEast,long,0
Arab Light,2006-06-15,0.019999999999996,-2.014512173275501,2.034512173275497,33.0,1.77,22,4.5,68.56,MiddleEast,long,0
Arab Light,2006-07-15,-6.560000000000002,-3.344576363342163,-3.2154236366578393,33.0,1.77,22,4.5,73.67,MiddleEast,long,0
Arab Light,2006-08-15,-9.96,-4.063586199377104,-5.896413800622897,33.0,1.77,22,4.5,73.23,MiddleEast,long,0
Arab Light,2006-09-15,-3.800000000000004,-1.9871790887946212,-1.8128209112053826,33.0,1.77,22,4.5,61.96,MiddleEast,long,0
Arab Light,2006-10-15,-3.219999999999999,-1.9774427672094306,-1.2425572327905683,33.0,1.77,22,4.5,57.81,MiddleEast,long,0
Arab Light,2006-11-15,-4.509999999999998,-2.6347361101745244,-1.8752638898254737,33.0,1.77,22,4.5,58.76,MiddleEast,long,0
Arab Light,2006-12-15,-7.579999999999998,-3.2398879975076675,-4.340112002492331,33.0,1.77,22,4.5,62.47,MiddleEast,long,0
Arab Light,2007-01-15,-1.8900000000000008,-0.7323093955698172,-1.1576906044301836,33.0,1.77,22,4.5,53.68,MiddleEast,long,0
Arab Light,2007-02-15,-1.8900000000000008,-0.43338077180585577,-1.456619228194145,33.0,1.77,22,4.5,57.56,MiddleEast,long,0
Arab Light,2007-03-15,-4.140000000000001,-2.578437866578701,-1.5615621334212997,33.0,1.77,22,4.5,62.05,MiddleEast,long,0
Arab Light,2007-04-15,-4.839999999999996,-3.678208627650704,-1.1617913723492923,33.0,1.77,22,4.5,67.49,MiddleEast,long,0
Arab Light,2007-05-15,0.8700000000000045,-3.1328906614460403,4.002890661446045,33.0,1.77,22,4.5,67.21,MiddleEast,long,0
Arab Light,2007-06-15,-0.539999999999992,-3.8433376737452494,3.3033376737452573,33.0,1.77,22,4.5,71.05,MiddleEast,long,0
Arab Light,2007-07-15,-3.260000000000005,-3.261511565837853,0.0015115658378479502,33.0,1.77,22,4.5,76.93,MiddleEast,long,0
Arab Light,2007-08-15,6.420000000000002,-0.1615728555506235,6.581572855550625,33.0,1.77,22,4.5,70.76,MiddleEast,long,0
Arab Light,2007-09-15,5.780000000000001,-0.09685469609951425,5.876854696099516,33.0,1.77,22,4.5,77.17,MiddleEast,long,0
Arab Light,2007-10-15,5.519999999999996,-0.8929377115739503,6.412937711573946,33.0,1.77,22,4.5,82.34,MiddleEast,long,0
Arab Light,2007-11-15,-3.859999999999999,-2.8063268209668597,-1.0536731790331393,33.0,1.77,22,4.5,92.41,MiddleEast,long,0
Arab Light,2007-12-15,-5.920000000000002,-2.8720901208877074,-3.0479098791122943,33.0,1.77,22,4.5,90.93,MiddleEast,long,0
Arab Light,2008-01-15,1.4099999999999966,-0.2809185329480499,1.6909185329480465,33.0,1.77,22,4.5,92.18,MiddleEast,long,0
Arab Light,2008-02-15,3.3200000000000074,-0.025185343383074432,3.345185343383082,33.0,1.77,22,4.5,94.99,MiddleEast,long,0
Arab Light,2008-03-15,4.980000000000004,-0.6138285172491074,5.593828517249111,33.0,1.77,22,4.5,103.64,MiddleEast,long,0
Arab Light,2008-04-15,10.040000000000006,0.2424041850155021,9.797595814984504,33.0,1.77,22,4.5,109.07,MiddleEast,long,0
Arab Light,2008-05-15,6.3500000000000085,-1.6267679314671177,7.976767931467126,33.0,1.77,22,4.5,122.8,MiddleEast,long,0
Arab Light,2008-06-15,-2.6599999999999966,-3.5726696745253568,0.9126696745253602,33.0,1.77,22,4.5,132.32,MiddleEast,long,0
Arab Light,2008-07-15,-16.64,-3.785717858251296,-12.854282141748705,33.0,1.77,22,4.5,132.72,MiddleEast,long,0
Arab Light,2008-08-15,-4.280000000000001,-0.4908688461357116,-3.7891311538642896,33.0,1.77,22,4.5,113.24,MiddleEast,long,0
Arab Light,2008-09-15,-22.08,2.67323671575749,-24.753236715757488,33.0,1.77,22,4.5,97.23,MiddleEast,long,0
Arab Light,2008-10-15,-9.14,2.0090859276366717,-11.149085927636673,33.0,1.77,22,4.5,71.58,MiddleEast,long,0
Arab Light,2008-11-15,-4.190000000000005,1.4248639997503836,-5.614863999750389,33.0,1.77,22,4.5,52.45,MiddleEast,long,0
Arab Light,2008-12-15,-0.6200000000000045,1.6596596899147986,-2.279659689914803,33.0,1.77,22,4.5,39.95,MiddleEast,long,0
