field,month,differential_usd,year,source_quarter,source_file
GOLIAT,2,1.3,2022,1,np-1q-2022-endelige-normpriser.xlsx
GOLIAT,3,3.65,2022,1,np-1q-2022-endelige-normpriser.xlsx
GOLIAT,4,4.1,2022,2,np-2q-2022-endelige-normpriser.xlsx
GOLIAT,5,2.8,2022,2,np-2q-2022-endelige-normpriser.xlsx
GOLIAT,6,4.85,2022,2,np-2q-2022-endelige-normpriser.xlsx
GOLIAT,7,6.4,2022,3,np-3q-2022-endelige-normpriser.xlsx
GOLIAT,8,10.65,2022,3,np-3q-2022-endelige-normpriser.xlsx
GOLIAT,9,11.15,2022,3,np-3q-2022-endelige-normpriser.xlsx
GOLIAT,10,9.95,2022,4,np-4q-2022-endelige-normpriser.xlsx
GOLIAT,11,6.45,2022,4,np-4q-2022-endelige-normpriser.xlsx
GOLIAT,12,5.05,2022,4,np-4q-2022-endelige-normpriser.xlsx
GOLIAT,1,3.45,2023,1,np-1q-2023-endelige-normpriser.xlsx
GOLIAT,3,3.35,2023,1,np-1q-2023-endelige-normpriser.xlsx
GOLIAT,4,1.9,2023,2,np-2q-2023-endelige-normpriser.xlsx
GOLIAT,5,3.35,2023,2,np-2q-2023-endelige-normpriser.xlsx
GOLIAT,6,1.8,2023,2,np-2q-2023-endelige-normpriser.xlsx
GOLIAT,7,2.2,2023,3,np-3q-2023-endelige-normpriser.xlsx
GOLIAT,8,3.2,2023,3,np-3q-2023-endelige-normpriser.xlsx
GOLIAT,9,2.75,2023,3,np-3q-2023-endelige-normpriser.xlsx
GOLIAT,10,4.1,2023,4,np-4q-2023-endelige-normpriser.xlsx
GOLIAT,11,0.95,2023,4,np-4q-2023-endelige-normpriser.xlsx
GOLIAT,1,0.5,2024,1,np-1q-2024-endelige-normpriser.xlsx
GOLIAT,2,2.6,2024,1,np-1q-2024-endelige-normpriser.xlsx
GOLIAT,3,0.95,2024,1,np-1q-2024-endelige-normpriser.xlsx
GOLIAT,5,3.1,2024,2,np-2q-2024-endelige-normpriser.xlsx
GOLIAT,6,0.75,2024,2,np-2q-2024-endelige-normpriser.xlsx
GOLIAT,7,1.85,2024,3,np-3q-2024-endelige-normpriser.xlsx
GRANE,4,-1.649999976158142,2012,2,normpriser-2q-2012.xlsx
GRANE,5,-2.1500000953674316,2012,2,normpriser-2q-2012.xlsx
GRANE,6,-0.8999999761581421,2012,2,normpriser-2q-2012.xlsx
GRANE,7,-0.699999988079071,2012,3,np-3q-2012.xlsx
GRANE,8,0.10000000149011612,2012,3,np-3q-2012.xlsx
GRANE,9,0.550000011920929,2012,3,np-3q-2012.xlsx
GRANE,1,-2.602277994155884,2013,1,np-2013-1q.xlsx
GRANE,2,-3.299999952316284,2013,1,np-2013-1q.xlsx
GRANE,3,-2.549999952316284,2013,1,np-2013-1q.xlsx
GRANE,1,-2.05,2017,1,np-q1-2017-endelige-normpriser.xlsx
GRANE,2,-1.75,2017,1,np-q1-2017-endelige-normpriser.xlsx
GRANE,3,-0.8,2017,1,np-q1-2017-endelige-normpriser.xlsx
GRANE,7,-0.8,2017,3,np-q3-2017-endelige-normpriser.xlsx
GRANE,8,-0.7,2017,3,np-q3-2017-endelige-normpriser.xlsx
GRANE,9,-0.25,2017,3,np-q3-2017-endelige-normpriser.xlsx
GRANE,4,0.15,2019,2,np-2q-2019-normpriser.xlsx
GRANE,5,0.7,2019,2,np-2q-2019-normpriser.xlsx
GRANE,6,1.35,2019,2,np-2q-2019-normpriser.xlsx
GRANE,7,0.7,2019,3,np-3q-2019-normpriser.xlsx
GRANE,8,-0.4,2019,3,np-3q-2019-normpriser.xlsx
GRANE,9,0.35,2019,3,np-3q-2019-normpriser.xlsx
GRANE,10,1.2,2019,4,np-4q-2019-normpriser.xlsx
GRANE,11,0.8,2019,4,np-4q-2019-normpriser.xlsx
GRANE,12,0.7,2019,4,np-4q-2019-normpriser.xlsx
GRANE,1,0.55,2020,1,np-1q-2020-normpriser.xlsx
GRANE,2,0.2,2020,1,np-1q-2020-normpriser.xlsx
GRANE,3,-0.2,2020,1,np-1q-2020-normpriser.xlsx
GRANE,4,-0.7,2020,2,np-2q-2020-normpriser.xlsx
GRANE,5,-3.65,2020,2,np-2q-2020-normpriser.xlsx
GRANE,7,1.2,2020,3,np-3q-2020-normpriser.xlsx
GRANE,8,1.1,2020,3,np-3q-2020-normpriser.xlsx
GRANE,9,-0.75,2020,3,np-3q-2020-normpriser.xlsx
GRANE,10,-1.35,2020,4,np-4q-2020-normpriser.xlsx
GRANE,11,-0.75,2020,4,np-4q-2020-normpriser.xlsx
GRANE,12,0.15,2020,4,np-4q-2020-normpriser.xlsx
GRANE,1,0.1,2021,1,np-1q-2021-endelige-normpriser.xlsx
GRANE,2,-0.05,2021,1,np-1q-2021-endelige-normpriser.xlsx
GRANE,3,-0.55,2021,1,np-1q-2021-endelige-normpriser.xlsx
GRANE,4,-1.0,2021,2,np-2q-2021-endelige-normpriser.xlsx
GRANE,5,-1.65,2021,2,np-2q-2021-endelige-normpriser.xlsx
GRANE,6,-1.7,2021,2,np-2q-2021-endelige-normpriser.xlsx
GRANE,7,-0.75,2021,3,np-3q-2021-endelige-normpriser.xlsx
GRANE,8,-0.55,2021,3,np-3q-2021-endelige-normpriser.xlsx
GRANE,9,-1.15,2021,3,np-3q-2021-endelige-normpriser.xlsx
GRANE,10,-0.7,2021,4,np-4q-2021-endelige-normpriser.xlsx
GRANE,11,-1.05,2021,4,np-4q-2021-endelige-normpriser.xlsx
GRANE,12,-0.15,2021,4,np-4q-2021-endelige-normpriser.xlsx
GRANE,1,-0.8,2022,1,np-1q-2022-endelige-normpriser.xlsx
GRANE,2,-0.6,2022,1,np-1q-2022-endelige-normpriser.xlsx
GRANE,3,0.0,2022,1,np-1q-2022-endelige-normpriser.xlsx
GRANE,4,1.1,2022,2,np-2q-2022-endelige-normpriser.xlsx
GRANE,5,3.4,2022,2,np-2q-2022-endelige-normpriser.xlsx
GRANE,6,1.65,2022,2,np-2q-2022-endelige-normpriser.xlsx
GRANE,7,1.75,2022,3,np-3q-2022-endelige-normpriser.xlsx
GRANE,8,4.35,2022,3,np-3q-2022-endelige-normpriser.xlsx
GRANE,9,5.15,2022,3,np-3q-2022-endelige-normpriser.xlsx
GRANE,10,-0.9,2022,4,np-4q-2022-endelige-normpriser.xlsx
GRANE,11,-0.6,2022,4,np-4q-2022-endelige-normpriser.xlsx
GRANE,12,0.3,2022,4,np-4q-2022-endelige-normpriser.xlsx
GRANE,1,-2.85,2023,1,np-1q-2023-endelige-normpriser.xlsx
GRANE,2,-1.2,2023,1,np-1q-2023-endelige-normpriser.xlsx
GRANE,3,0.45,2023,1,np-1q-2023-endelige-normpriser.xlsx
GRANE,4,0.2,2023,2,np-2q-2023-endelige-normpriser.xlsx
GRANE,5,0.6,2023,2,np-2q-2023-endelige-normpriser.xlsx
GRANE,6,0.85,2023,2,np-2q-2023-endelige-normpriser.xlsx
GRANE,7,1.0,2023,3,np-3q-2023-endelige-normpriser.xlsx
GRANE,8,3.25,2023,3,np-3q-2023-endelige-normpriser.xlsx
GRANE,9,2.9,2023,3,np-3q-2023-endelige-normpriser.xlsx
GRANE,10,2.85,2023,4,np-4q-2023-endelige-normpriser.xlsx
GRANE,11,5.3,2023,4,np-4q-2023-endelige-normpriser.xlsx
GRANE,12,1.15,2023,4,np-4q-2023-endelige-normpriser.xlsx
GRANE,1,-1.7,2024,1,np-1q-2024-endelige-normpriser.xlsx
GRANE,2,2.5,2024,1,np-1q-2024-endelige-normpriser.xlsx
GRANE,3,2.35,2024,1,np-1q-2024-endelige-normpriser.xlsx
GRANE,4,-0.45,2024,2,np-2q-2024-endelige-normpriser.xlsx
GRANE,5,0.7,2024,2,np-2q-2024-endelige-normpriser.xlsx
GRANE,6,1.3,2024,2,np-2q-2024-endelige-normpriser.xlsx
GRANE,7,1.9,2024,3,np-3q-2024-endelige-normpriser.xlsx
GRANE,8,2.1,2024,3,np-3q-2024-endelige-normpriser.xlsx
GRANE,9,1.3,2024,3,np-3q-2024-endelige-normpriser.xlsx
GRANE,10,0.95,2024,4,np-4q-2024-endelige-normpriser.xlsx
GRANE,11,-0.3,2024,4,np-4q-2024-endelige-normpriser.xlsx
GRANE,12,-0.4,2024,4,np-4q-2024-endelige-normpriser.xlsx
GRANE,1,-0.95,2025,1,np-1q-2025-endelige-normpriser.xlsx
GRANE,2,0.45,2025,1,np-1q-2025-endelige-normpriser.xlsx
GRANE,3,1.55,2025,1,np-1q-2025-endelige-normpriser.xlsx
GRANE,4,1.2,2025,2,np-2q-2025-endelige-normpriser.xlsx
GRANE,5,0.75,2025,2,np-2q-2025-endelige-normpriser.xlsx
GRANE,6,1.1,2025,2,np-2q-2025-endelige-normpriser.xlsx
GRANE,7,2.35,2025,3,np-3q-2025-endelige-normpriser.xlsx
GRANE,8,2.9,2025,3,np-3q-2025-endelige-normpriser.xlsx
GRANE,9,1.7,2025,3,np-3q-2025-endelige-normpriser.xlsx
GRANE,10,1.45,2025,4,np-4q-2025-endelige-normpriser.xlsx
GRANE,11,0.95,2025,4,np-4q-2025-endelige-normpriser.xlsx
GRANE,12,0.5,2025,4,np-4q-2025-endelige-normpriser.xlsx
GUDRUN,1,-0.6,2017,1,np-q1-2017-endelige-normpriser.xlsx
GUDRUN,2,-0.5,2017,1,np-q1-2017-endelige-normpriser.xlsx
GUDRUN,3,-1.15,2017,1,np-q1-2017-endelige-normpriser.xlsx
GUDRUN,7,-1.4,2017,3,np-q3-2017-endelige-normpriser.xlsx
GUDRUN,8,-1.0,2017,3,np-q3-2017-endelige-normpriser.xlsx
GUDRUN,9,-0.3,2017,3,np-q3-2017-endelige-normpriser.xlsx
GUDRUN,4,-4.05,2019,2,np-2q-2019-normpriser.xlsx
GUDRUN,5,-3.3,2019,2,np-2q-2019-normpriser.xlsx
GUDRUN,6,-3.65,2019,2,np-2q-2019-normpriser.xlsx
GUDRUN,7,-5.05,2019,3,np-3q-2019-normpriser.xlsx
GUDRUN,8,-3.95,2019,3,np-3q-2019-normpriser.xlsx
GUDRUN,9,-4.7,2019,3,np-3q-2019-normpriser.xlsx
GUDRUN,10,-4.1,2019,4,np-4q-2019-normpriser.xlsx
GUDRUN,11,-3.4,2019,4,np-4q-2019-normpriser.xlsx
GUDRUN,12,-2.85,2019,4,np-4q-2019-normpriser.xlsx
GUDRUN,1,-2.4,2020,1,np-1q-2020-normpriser.xlsx
GUDRUN,2,-0.75,2020,1,np-1q-2020-normpriser.xlsx
GUDRUN,3,-2.5,2020,1,np-1q-2020-normpriser.xlsx
GUDRUN,4,-9.15,2020,2,np-2q-2020-normpriser.xlsx
GUDRUN,5,-10.55,2020,2,np-2q-2020-normpriser.xlsx
GUDRUN,5,-9.6,2020,2,np-2q-2020-normpriser.xlsx
GUDRUN,6,-6.75,2020,2,np-2q-2020-normpriser.xlsx
GUDRUN,7,-3.1,2020,3,np-3q-2020-normpriser.xlsx
GUDRUN,8,-2.5,2020,3,np-3q-2020-normpriser.xlsx
GUDRUN,9,-1.25,2020,3,np-3q-2020-normpriser.xlsx
GUDRUN,10,-2.85,2020,4,np-4q-2020-normpriser.xlsx
GUDRUN,11,-2.65,2020,4,np-4q-2020-normpriser.xlsx
GUDRUN,12,-1.6,2020,4,np-4q-2020-normpriser.xlsx
GUDRUN,1,-1.9,2021,1,np-1q-2021-endelige-normpriser.xlsx
GUDRUN,2,-1.85,2021,1,np-1q-2021-endelige-normpriser.xlsx
GUDRUN,3,-1.35,2021,1,np-1q-2021-endelige-normpriser.xlsx
GUDRUN,4,-3.4,2021,2,np-2q-2021-endelige-normpriser.xlsx
GUDRUN,5,-3.05,2021,2,np-2q-2021-endelige-normpriser.xlsx
GUDRUN,6,-2.7,2021,2,np-2q-2021-endelige-normpriser.xlsx
GUDRUN,7,-1.85,2021,3,np-3q-2021-endelige-normpriser.xlsx
GUDRUN,8,-2.4,2021,3,np-3q-2021-endelige-normpriser.xlsx
GUDRUN,10,-1.75,2021,4,np-4q-2021-endelige-normpriser.xlsx
GUDRUN,11,-1.35,2021,4,np-4q-2021-endelige-normpriser.xlsx
GUDRUN,12,-0.75,2021,4,np-4q-2021-endelige-normpriser.xlsx
GUDRUN,1,-1.25,2022,1,np-1q-2022-endelige-normpriser.xlsx
GUDRUN,2,-1.0,2022,1,np-1q-2022-endelige-normpriser.xlsx
GUDRUN,3,-0.1,2022,1,np-1q-2022-endelige-normpriser.xlsx
GUDRUN,4,-5.9,2022,2,np-2q-2022-endelige-normpriser.xlsx
GUDRUN,5,-3.6499,2022,2,np-2q-2022-endelige-normpriser.xlsx
GUDRUN,7,-16.1,2022,3,np-3q-2022-endelige-normpriser.xlsx
GUDRUN,8,-15.05,2022,3,np-3q-2022-endelige-normpriser.xlsx
GUDRUN,9,-11.2,2022,3,np-3q-2022-endelige-normpriser.xlsx
GUDRUN,10,-10.05,2022,4,np-4q-2022-endelige-normpriser.xlsx
GUDRUN,11,-10.0,2022,4,np-4q-2022-endelige-normpriser.xlsx
GUDRUN,12,-9.7,2022,4,np-4q-2022-endelige-normpriser.xlsx
GUDRUN,1,-9.85,2023,1,np-1q-2023-endelige-normpriser.xlsx
GUDRUN,2,-6.1,2023,1,np-1q-2023-endelige-normpriser.xlsx
GUDRUN,3,-6.15,2023,1,np-1q-2023-endelige-normpriser.xlsx
GUDRUN,4,-6.3,2023,2,np-2q-2023-endelige-normpriser.xlsx
GUDRUN,5,-6.3,2023,2,np-2q-2023-endelige-normpriser.xlsx
GUDRUN,6,-6.6,2023,2,np-2q-2023-endelige-normpriser.xlsx
GUDRUN,7,-7.0,2023,3,np-3q-2023-endelige-normpriser.xlsx
GUDRUN,8,-8.3,2023,3,np-3q-2023-endelige-normpriser.xlsx
GUDRUN,9,-9.5,2023,3,np-3q-2023-endelige-normpriser.xlsx
GUDRUN,10,-8.05,2023,4,np-4q-2023-endelige-normpriser.xlsx
GUDRUN,11,-8.85,2023,4,np-4q-2023-endelige-normpriser.xlsx
GUDRUN,12,-8.5,2023,4,np-4q-2023-endelige-normpriser.xlsx
GUDRUN,1,-8.4,2024,1,np-1q-2024-endelige-normpriser.xlsx
GUDRUN,2,-8.5,2024,1,np-1q-2024-endelige-normpriser.xlsx
GUDRUN,3,-10.9,2024,1,np-1q-2024-endelige-normpriser.xlsx
GUDRUN,4,-7.9,2024,2,np-2q-2024-endelige-normpriser.xlsx
GUDRUN,5,-7.75,2024,2,np-2q-2024-endelige-normpriser.xlsx
GUDRUN,6,-8.0,2024,2,np-2q-2024-endelige-normpriser.xlsx
GUDRUN,7,-8.6,2024,3,np-3q-2024-endelige-normpriser.xlsx
GUDRUN,8,-8.6,2024,3,np-3q-2024-endelige-normpriser.xlsx
GUDRUN,10,-7.15,2024,4,np-4q-2024-endelige-normpriser.xlsx
GUDRUN,11,-4.85,2024,4,np-4q-2024-endelige-normpriser.xlsx
GUDRUN,12,-2.15,2024,4,np-4q-2024-endelige-normpriser.xlsx
GUDRUN,1,-3.3,2025,1,np-1q-2025-endelige-normpriser.xlsx
GUDRUN,2,-4.65,2025,1,np-1q-2025-endelige-normpriser.xlsx
GUDRUN,3,-4.6,2025,1,np-1q-2025-endelige-normpriser.xlsx
GUDRUN,4,-4.9,2025,2,np-2q-2025-endelige-normpriser.xlsx
GUDRUN,5,-4.6,2025,2,np-2q-2025-endelige-normpriser.xlsx
GUDRUN,6,-3.3,2025,2,np-2q-2025-endelige-normpriser.xlsx
GUDRUN,7,-6.85,2025,3,np-3q-2025-endelige-normpriser.xlsx
GUDRUN,8,-5.95,2025,3,np-3q-2025-endelige-normpriser.xlsx
GUDRUN,10,-5.15,2025,4,np-4q-2025-endelige-normpriser.xlsx
GUDRUN,11,-5.6,2025,4,np-4q-2025-endelige-normpriser.xlsx
GUDRUN,12,-5.75,2025,4,np-4q-2025-endelige-normpriser.xlsx
GULLFAKS,4,1.75,2012,2,normpriser-2q-2012.xlsx
GULLFAKS,5,1.0,2012,2,normpriser-2q-2012.xlsx
GULLFAKS,6,1.9500000476837158,2012,2,normpriser-2q-2012.xlsx
GULLFAKS,7,1.0499999523162842,2012,3,np-3q-2012.xlsx
GULLFAKS,8,0.949999988079071,2012,3,np-3q-2012.xlsx
GULLFAKS,9,1.350000023841858,2012,3,np-3q-2012.xlsx
GULLFAKS,1,1.2000000476837158,2013,1,np-2013-1q.xlsx
GULLFAKS,2,1.649999976158142,2013,1,np-2013-1q.xlsx
GULLFAKS,3,2.5999999046325684,2013,1,np-2013-1q.xlsx
GULLFAKS,1,0.3,2017,1,np-q1-2017-endelige-normpriser.xlsx
GULLFAKS,2,-0.25,2017,1,np-q1-2017-endelige-normpriser.xlsx
GULLFAKS,3,0.4,2017,1,np-q1-2017-endelige-normpriser.xlsx
GULLFAKS,7,0.15,2017,3,np-q3-2017-endelige-normpriser.xlsx
GULLFAKS,8,0.25,2017,3,np-q3-2017-endelige-normpriser.xlsx
GULLFAKS,9,0.45,2017,3,np-q3-2017-endelige-normpriser.xlsx
GULLFAKS,4,0.45,2019,2,np-2q-2019-normpriser.xlsx
GULLFAKS,5,0.6525313,2019,2,np-2q-2019-normpriser.xlsx
GULLFAKS,6,1.4,2019,2,np-2q-2019-normpriser.xlsx
GULLFAKS,7,0.7001215,2019,3,np-3q-2019-normpriser.xlsx
GULLFAKS,8,0.4,2019,3,np-3q-2019-normpriser.xlsx
GULLFAKS,9,0.45,2019,3,np-3q-2019-normpriser.xlsx
GULLFAKS,10,1.3,2019,4,np-4q-2019-normpriser.xlsx
GULLFAKS,11,1.8,2019,4,np-4q-2019-normpriser.xlsx
GULLFAKS,12,2.6,2019,4,np-4q-2019-normpriser.xlsx
GULLFAKS,1,3.1,2020,1,np-1q-2020-normpriser.xlsx
GULLFAKS,2,3.05,2020,1,np-1q-2020-normpriser.xlsx
GULLFAKS,3,2.8,2020,1,np-1q-2020-normpriser.xlsx
GULLFAKS,4,-0.8,2020,2,np-2q-2020-normpriser.xlsx
GULLFAKS,5,-5.45,2020,2,np-2q-2020-normpriser.xlsx
GULLFAKS,5,-3.05,2020,2,np-2q-2020-normpriser.xlsx
GULLFAKS,7,0.5,2020,3,np-3q-2020-normpriser.xlsx
GULLFAKS,8,0.6,2020,3,np-3q-2020-normpriser.xlsx
GULLFAKS,9,0.3,2020,3,np-3q-2020-normpriser.xlsx
GULLFAKS,10,-0.2,2020,4,np-4q-2020-normpriser.xlsx
GULLFAKS,11,-0.15,2020,4,np-4q-2020-normpriser.xlsx
GULLFAKS,12,0.0,2020,4,np-4q-2020-normpriser.xlsx
GULLFAKS,1,-0.1,2021,1,np-1q-2021-endelige-normpriser.xlsx
GULLFAKS,2,-0.15,2021,1,np-1q-2021-endelige-normpriser.xlsx
GULLFAKS,3,0.05,2021,1,np-1q-2021-endelige-normpriser.xlsx
GULLFAKS,4,0.15,2021,2,np-2q-2021-endelige-normpriser.xlsx
GULLFAKS,5,-0.85,2021,2,np-2q-2021-endelige-normpriser.xlsx
GULLFAKS,6,-0.6,2021,2,np-2q-2021-endelige-normpriser.xlsx
GULLFAKS,7,-0.4451825,2021,3,np-3q-2021-endelige-normpriser.xlsx
GULLFAKS,8,0.2,2021,3,np-3q-2021-endelige-normpriser.xlsx
GULLFAKS,9,-0.55,2021,3,np-3q-2021-endelige-normpriser.xlsx
GULLFAKS,10,-0.4,2021,4,np-4q-2021-endelige-normpriser.xlsx
GULLFAKS,11,0.05,2021,4,np-4q-2021-endelige-normpriser.xlsx
GULLFAKS,12,1.7,2021,4,np-4q-2021-endelige-normpriser.xlsx
GULLFAKS,1,0.75,2022,1,np-1q-2022-endelige-normpriser.xlsx
GULLFAKS,2,1.75,2022,1,np-1q-2022-endelige-normpriser.xlsx
GULLFAKS,3,2.9,2022,1,np-1q-2022-endelige-normpriser.xlsx
GULLFAKS,4,4.25,2022,2,np-2q-2022-endelige-normpriser.xlsx
GULLFAKS,5,3.55,2022,2,np-2q-2022-endelige-normpriser.xlsx
GULLFAKS,6,4.55,2022,2,np-2q-2022-endelige-normpriser.xlsx
GULLFAKS,7,6.25,2022,3,np-3q-2022-endelige-normpriser.xlsx
GULLFAKS,8,9.6,2022,3,np-3q-2022-endelige-normpriser.xlsx
GULLFAKS,9,6.85,2022,3,np-3q-2022-endelige-normpriser.xlsx
GULLFAKS,10,3.0,2022,4,np-4q-2022-endelige-normpriser.xlsx
GULLFAKS,11,3.8,2022,4,np-4q-2022-endelige-normpriser.xlsx
GULLFAKS,12,4.2,2022,4,np-4q-2022-endelige-normpriser.xlsx
GULLFAKS,1,3.5,2023,1,np-1q-2023-endelige-normpriser.xlsx
GULLFAKS,2,3.2,2023,1,np-1q-2023-endelige-normpriser.xlsx
GULLFAKS,3,3.6,2023,1,np-1q-2023-endelige-normpriser.xlsx
GULLFAKS,4,2.95,2023,2,np-2q-2023-endelige-normpriser.xlsx
GULLFAKS,5,2.95,2023,2,np-2q-2023-endelige-normpriser.xlsx
GULLFAKS,6,2.05,2023,2,np-2q-2023-endelige-normpriser.xlsx
GULLFAKS,7,1.95,2023,3,np-3q-2023-endelige-normpriser.xlsx
GULLFAKS,8,2.2,2023,3,np-3q-2023-endelige-normpriser.xlsx
GULLFAKS,9,2.7,2023,3,np-3q-2023-endelige-normpriser.xlsx
GULLFAKS,10,4.25,2023,4,np-4q-2023-endelige-normpriser.xlsx
GULLFAKS,11,5.5,2023,4,np-4q-2023-endelige-normpriser.xlsx
GULLFAKS,12,3.7,2023,4,np-4q-2023-endelige-normpriser.xlsx
GULLFAKS,1,3.4,2024,1,np-1q-2024-endelige-normpriser.xlsx
GULLFAKS,2,3.45,2024,1,np-1q-2024-endelige-normpriser.xlsx
GULLFAKS,3,3.35,2024,1,np-1q-2024-endelige-normpriser.xlsx
GULLFAKS,4,1.75,2024,2,np-2q-2024-endelige-normpriser.xlsx
GULLFAKS,5,2.9,2024,2,np-2q-2024-endelige-normpriser.xlsx
GULLFAKS,6,2.35,2024,2,np-2q-2024-endelige-normpriser.xlsx
GULLFAKS,7,1.85,2024,3,np-3q-2024-endelige-normpriser.xlsx
GULLFAKS,8,2.5,2024,3,np-3q-2024-endelige-normpriser.xlsx
GULLFAKS,9,2.45,2024,3,np-3q-2024-endelige-normpriser.xlsx
GULLFAKS,10,2.05,2024,4,np-4q-2024-endelige-normpriser.xlsx
GULLFAKS,11,2.0,2024,4,np-4q-2024-endelige-normpriser.xlsx
GULLFAKS,12,1.85,2024,4,np-4q-2024-endelige-normpriser.xlsx
GULLFAKS,1,1.2,2025,1,np-1q-2025-endelige-normpriser.xlsx
GULLFAKS,2,1.4,2025,1,np-1q-2025-endelige-normpriser.xlsx
GULLFAKS,3,1.9,2025,1,np-1q-2025-endelige-normpriser.xlsx
GULLFAKS,4,1.7,2025,2,np-2q-2025-endelige-normpriser.xlsx
GULLFAKS,5,1.5,2025,2,np-2q-2025-endelige-normpriser.xlsx
GULLFAKS,6,1.2,2025,2,np-2q-2025-endelige-normpriser.xlsx
GULLFAKS,7,2.55,2025,3,np-3q-2025-endelige-normpriser.xlsx
GULLFAKS,8,2.3,2025,3,np-3q-2025-endelige-normpriser.xlsx
GULLFAKS,9,0.9,2025,3,np-3q-2025-endelige-normpriser.xlsx
GULLFAKS,10,0.15,2025,4,np-4q-2025-endelige-normpriser.xlsx
GULLFAKS,11,1.0,2025,4,np-4q-2025-endelige-normpriser.xlsx
GULLFAKS,12,1.0,2025,4,np-4q-2025-endelige-normpriser.xlsx
HEIDRUN,5,2.700000047683716,2012,2,normpriser-2q-2012.xlsx
HEIDRUN,6,3.7000129222869873,2012,2,normpriser-2q-2012.xlsx
HEIDRUN,7,3.299999952316284,2012,3,np-3q-2012.xlsx
HEIDRUN,8,4.099999904632568,2012,3,np-3q-2012.xlsx
HEIDRUN,9,4.199999809265137,2012,3,np-3q-2012.xlsx
HEIDRUN,1,0.8999999761581421,2013,1,np-2013-1q.xlsx
HEIDRUN,2,1.4975240230560303,2013,1,np-2013-1q.xlsx
HEIDRUN,3,2.1500000953674316,2013,1,np-2013-1q.xlsx
HEIDRUN,1,-1.7,2017,1,np-q1-2017-endelige-normpriser.xlsx
HEIDRUN,2,-0.95,2017,1,np-q1-2017-endelige-normpriser.xlsx
HEIDRUN,3,-0.25,2017,1,np-q1-2017-endelige-normpriser.xlsx
HEIDRUN,7,-1.0,2017,3,np-q3-2017-endelige-normpriser.xlsx
HEIDRUN,8,-1.15,2017,3,np-q3-2017-endelige-normpriser.xlsx
HEIDRUN,9,-0.4,2017,3,np-q3-2017-endelige-normpriser.xlsx
HEIDRUN,4,0.95,2019,2,np-2q-2019-normpriser.xlsx
HEIDRUN,5,0.75,2019,2,np-2q-2019-normpriser.xlsx
HEIDRUN,6,0.85,2019,2,np-2q-2019-normpriser.xlsx
HEIDRUN,7,1.3,2019,3,np-3q-2019-normpriser.xlsx
HEIDRUN,8,0.25,2019,3,np-3q-2019-normpriser.xlsx
HEIDRUN,9,-0.2,2019,3,np-3q-2019-normpriser.xlsx
HEIDRUN,10,1.5,2019,4,np-4q-2019-normpriser.xlsx
HEIDRUN,11,2.4,2019,4,np-4q-2019-normpriser.xlsx
HEIDRUN,12,3.1,2019,4,np-4q-2019-normpriser.xlsx
HEIDRUN,1,-1.05,2020,1,np-1q-2020-normpriser.xlsx
HEIDRUN,2,0.45,2020,1,np-1q-2020-normpriser.xlsx
HEIDRUN,3,-1.25,2020,1,np-1q-2020-normpriser.xlsx
HEIDRUN,4,0.3,2020,2,np-2q-2020-normpriser.xlsx
HEIDRUN,5,-8.4,2020,2,np-2q-2020-normpriser.xlsx
HEIDRUN,5,-4.8,2020,2,np-2q-2020-normpriser.xlsx
HEIDRUN,6,-4.15,2020,2,np-2q-2020-normpriser.xlsx
HEIDRUN,7,0.2,2020,3,np-3q-2020-normpriser.xlsx
HEIDRUN,8,0.2,2020,3,np-3q-2020-normpriser.xlsx
HEIDRUN,9,0.05,2020,3,np-3q-2020-normpriser.xlsx
HEIDRUN,10,-2.4,2020,4,np-4q-2020-normpriser.xlsx
HEIDRUN,11,-1.3,2020,4,np-4q-2020-normpriser.xlsx
HEIDRUN,12,-1.1,2020,4,np-4q-2020-normpriser.xlsx
HEIDRUN,1,-0.95,2021,1,np-1q-2021-endelige-normpriser.xlsx
HEIDRUN,2,-0.9,2021,1,np-1q-2021-endelige-normpriser.xlsx
HEIDRUN,3,-0.55,2021,1,np-1q-2021-endelige-normpriser.xlsx
HEIDRUN,4,-1.6,2021,2,np-2q-2021-endelige-normpriser.xlsx
HEIDRUN,5,-2.145199,2021,2,np-2q-2021-endelige-normpriser.xlsx
HEIDRUN,6,-2.45,2021,2,np-2q-2021-endelige-normpriser.xlsx
HEIDRUN,7,-1.5,2021,3,np-3q-2021-endelige-normpriser.xlsx
HEIDRUN,8,-1.2,2021,3,np-3q-2021-endelige-normpriser.xlsx
HEIDRUN,9,-1.4,2021,3,np-3q-2021-endelige-normpriser.xlsx
HEIDRUN,10,-1.5,2021,4,np-4q-2021-endelige-normpriser.xlsx
HEIDRUN,11,-1.15,2021,4,np-4q-2021-endelige-normpriser.xlsx
HEIDRUN,12,-1.2,2021,4,np-4q-2021-endelige-normpriser.xlsx
HEIDRUN,1,-0.25,2022,1,np-1q-2022-endelige-normpriser.xlsx
HEIDRUN,2,-1.15,2022,1,np-1q-2022-endelige-normpriser.xlsx
HEIDRUN,4,-2.7,2022,2,np-2q-2022-endelige-normpriser.xlsx
HEIDRUN,5,1.25,2022,2,np-2q-2022-endelige-normpriser.xlsx
HEIDRUN,6,1.45,2022,2,np-2q-2022-endelige-normpriser.xlsx
HEIDRUN,7,1.85,2022,3,np-3q-2022-endelige-normpriser.xlsx
HEIDRUN,8,5.85,2022,3,np-3q-2022-endelige-normpriser.xlsx
