field,n_fit,n_forecast,total_months_post_peak,exp_qi,exp_Di,exp_b,exp_r2_fit,exp_mae,exp_rmse,exp_bias,exp_mape,exp_cum_err_pct,hyp_qi,hyp_Di,hyp_b,hyp_r2_fit,hyp_mae,hyp_rmse,hyp_bias,hyp_mape,hyp_cum_err_pct,harm_qi,harm_Di,harm_b,harm_r2_fit,harm_mae,harm_rmse,harm_bias,harm_mape,harm_cum_err_pct,best_model,best_r2_fit,best_mape,best_rmse,best_bias,best_cum_err_pct,best_qi,best_Di,best_b,api_gravity,sulfur_pct,pour_point_c,vacuum_resid_pct,oil_mean,main_area,D_annual,field_age_mean,grade
STATFJORD NORD,60,273,333,76.46341910702795,0.003914597119542852,0.0,0.07015300445632733,20.523117956396973,22.599727853987286,-20.233815191313816,329.88026406346677,125.24021601335767,76.46228233280051,0.003917080926379672,0.010000000002278525,0.07011498510779479,20.610590684292664,22.675855171705965,-20.322025990522235,331.1151980341635,125.78620990739682,76.39165790593343,0.004188830223213297,1.0,0.0667131605307063,26.921178401377926,28.583427287557715,-26.685781172812717,420.2883841831806,165.17562145190516,exp,0.07015300445632733,329.88026406346677,22.599727853987286,-20.233815191313816,125.24021601335767,76.46341910702795,0.003914597119542852,0.0,39.2677387701335,0.249441048544377,1.51651262516177,9.47536168226264,0.1121530571428571,North sea,0.0881495688256354,33.56285714285714,Statfjord
STATFJORD ØST,60,269,329,84.42410065048277,0.015389282644963243,0.0,0.48537751330657397,3.2776207912321986,4.6210533294350205,2.4804993162617617,49.440301815529274,-23.885802881232394,85.53030940800791,0.017120914243588036,0.2578305353046928,0.48626449889907164,2.9032126843709727,4.028058239657586,-0.3778721534806697,55.631695601837436,3.6386947229432676,88.05868210194,0.02308426703881446,1.0,0.4795156147040548,8.03854240941982,8.873097907904524,-7.731343591303232,188.4920780232173,74.4484579448522,hyp,0.48626449889907164,55.631695601837436,4.028058239657586,-0.3778721534806697,3.6386947229432676,85.53030940800791,0.017120914243588036,0.2578305353046928,39.2677387701335,0.249441048544377,1.51651262516177,9.47536168226264,0.0996174104683195,North sea,0.1137940192582094,34.39944903581267,Statfjord
SYGNA,59,196,255,89.17841182617852,0.02576792690519165,0.0,0.8092721488351587,3.9675902812276105,4.802776827092106,2.6165945433852436,91.36789509793016,-44.55092632596911,89.25090461714957,0.02591344409300239,0.010000000000113406,0.8087914478017979,3.95766732178829,4.783681240482168,2.5462252260447036,91.65853780930044,-43.35279714681427,96.50253840014693,0.046959538275470766,1.0,0.7521758283371393,6.15146210474633,7.4697060678886915,-6.011100439801541,209.22162901230422,102.34680551046714,exp,0.8092721488351587,91.36789509793016,4.802776827092106,2.6165945433852436,-44.55092632596911,89.17841182617852,0.02576792690519165,0.0,39.2677387701335,0.249441048544377,1.51651262516177,9.47536168226264,0.0347581853281853,North sea,0.1099382035350818,17.328185328185327,Statfjord
TAMBAR,57,214,271,91.9124531057093,0.014358622831723773,0.0,0.7442700568287879,7.269724233311455,9.65950770993733,3.183409239717033,66.84751867993775,-21.346992155792012,91.9437774669235,0.01441024965601148,0.010000000000040348,0.7439880972668478,7.210182340587208,9.605906579563761,3.0466489151705605,66.59473355723786,-20.429918240539877,95.33403923543362,0.021104478567782043,1.0,0.7163660539963894,9.780036774935178,11.316225380519526,-7.926261909268274,138.75981106158184,53.15114647871755,exp,0.7442700568287879,66.84751867993775,9.65950770993733,3.183409239717033,-21.346992155792012,91.9124531057093,0.014358622831723773,0.0,38.8888505112461,0.207184367217011,-3.0,12.2005750162672,0.0390126373626373,North sea,0.0957715379855949,30.9010989010989,Ekofisk
TORDIS,59,218,277,95.4432165285389,0.015043175517949276,0.0,0.6504606301643383,10.981131710796635,12.784024104139188,8.270305375072956,75.2129413865305,-44.005417215554544,95.4658101301096,0.015092882081329312,0.01000000000005686,0.6499921866898383,10.901789090823947,12.690534566173955,8.126753669166028,74.98246761820815,-43.24159382283208,97.42228416120554,0.020979846295580883,1.0,0.602718754277709,7.577562053551684,9.851800537623472,-3.9937460501418593,79.01720209421345,21.250298896963653,exp,0.6504606301643383,75.2129413865305,12.784024104139188,8.270305375072956,-44.005417215554544,95.4432165285389,0.015043175517949276,0.0,39.2677387701335,0.249441048544377,1.51651262516177,9.47536168226264,0.1798660281690141,North sea,0.0637109187751146,23.295774647887324,Statfjord
TROLL,60,211,271,91.21155816149212,0.018165467340523822,0.0,0.94041082775797,16.08495356069676,17.687507755988666,15.95728320220054,72.0745329686908,-67.28861066976883,95.20199619699446,0.024365636885961765,0.5754062037347567,0.946473525986458,10.089232007348752,11.860133664241516,9.68873666839656,40.41529404938404,-40.855427662758096,98.11814623904104,0.030604066926969542,1.0,0.9434206636294448,7.464316981898786,8.791469123231684,5.737769008740984,35.94366372714326,-24.195002372897374,hyp,0.946473525986458,40.41529404938404,11.860133664241516,9.68873666839656,-40.855427662758096,95.20199619699446,0.024365636885961765,0.5754062037347567,38.765436257241,0.130936656687094,-12.0,7.17051168368127,0.699843119047619,North sea,0.0862737766567743,29.159523809523808,Troll
ULA,60,330,390,92.49010554821112,0.026868556805292352,0.0,0.9024729873085046,6.514161822081678,7.288474346882826,6.4268700833014,85.6022355863915,-75.80264327546496,97.93632963252433,0.03643514848722295,0.4444413153040798,0.91008202147946,3.7782035814388144,4.509486260344004,3.4641552513792573,50.93666098155233,-40.858477200808814,104.32936390980205,0.05412412469503752,1.0,0.8997995428364238,2.0957084657786433,2.874215142962864,-1.106783492189254,43.33679976026284,13.054117035846257,hyp,0.91008202147946,50.93666098155233,4.509486260344004,3.4641552513792573,-40.858477200808814,97.93632963252433,0.03643514848722295,0.4444413153040798,38.8888505112461,0.207184367217011,-3.0,12.2005750162672,0.1590639824945295,North sea,0.0831187746803669,30.446389496717725,Ekofisk
URD,56,160,216,60.887442019063755,0.022030823067395615,0.0,0.5045978996208367,12.735401125942879,14.781413470739242,12.537149019065936,77.9733756447301,-74.10538978737061,119.61640588355262,0.30731255400683144,1.9999999999999958,0.6966080879424574,5.879408579555359,8.477944626529343,3.5720808393944616,46.34893519058668,-21.11408602966789,78.56888087304252,0.060631090393519695,1.0,0.5950745137110003,8.462756446900944,10.977189493681658,7.862048359438245,51.1290215336117,-46.47150299620003,hyp,0.6966080879424574,46.34893519058668,8.477944626529343,3.5720808393944616,-21.11408602966789,119.61640588355262,0.30731255400683144,1.9999999999999958,33.9955719154872,0.173762395630177,15.0,8.05150046202256,0.0275869406392694,Norwegian sea,0.0746106274223804,16.009132420091323,Norne
VALHALL,60,261,321,89.76293504749117,0.004394713814070155,0.0,0.2553187776466672,10.954335354630164,13.67677686660843,4.026968704588599,69.3384914606493,-9.110818390543912,90.04091306861125,0.004728068388906335,0.5565248241036305,0.25554852693074226,9.578339269472066,12.929823627214098,-0.5033291823841443,72.81547376366976,1.1387574892592318,90.24769117676198,0.005010696195245927,1.0,0.2553995688604447,9.678040820393424,13.468596983347025,-3.231340044044441,77.57778233602704,7.3107477259097955,hyp,0.25554852693074226,72.81547376366976,12.929823627214098,-0.5033291823841443,1.1387574892592318,90.04091306861125,0.004728068388906335,0.5565248241036305,38.8888505112461,0.207184367217011,-3.0,12.2005750162672,0.2658777911646586,North sea,0.0382212921985169,29.333333333333332,Ekofisk
VIGDIS,60,260,320,85.8100239563373,0.010794840324720225,0.0,0.3827595890741995,19.057316048164978,21.107160333831146,18.31574291288217,70.68042149989799,-55.80852807534481,93.62963006689819,0.023740756825567172,1.9999999999799212,0.4132407784663015,10.206834275289797,13.426001998073271,1.8575641902951108,65.90541830018225,-5.660044681721667,89.77908526612082,0.015785713761956865,1.0,0.40303786081510173,11.017501430238553,14.744979199802984,8.42034361248896,51.84207707306344,-25.656998197497238,hyp,0.4132407784663015,65.90541830018225,13.426001998073271,1.8575641902951108,-5.660044681721667,93.62963006689819,0.023740756825567172,1.9999999999799212,39.2677387701335,0.249441048544377,1.51651262516177,9.47536168226264,0.2039895166163141,North sea,0.063928200486713,25.637462235649547,Statfjord
VILJE,60,112,172,101.11255423306102,0.018437061699843202,0.0,0.854730140753106,2.411163841401948,3.5891671832927643,0.9842115912409938,26.18328013110039,-6.716007461334083,101.17955424696828,0.01852449408892991,0.010003274337346935,0.8547321372977774,2.403732325782801,3.571493846297759,0.8438340083603707,26.451405381456233,-5.758106840755587,107.07406397494866,0.029780957006591925,1.0,0.835181124381964,10.59195574120952,11.46662434921939,-10.243370081106983,148.0463143386069,69.89813014412644,hyp,0.8547321372977774,26.451405381456233,3.571493846297759,0.8438340083603707,-5.758106840755587,101.17955424696828,0.01852449408892991,0.010003274337346935,34.5440158378669,0.40211278459505,-39.0,8.72113464992648,0.0634206666666666,North sea,0.2219907979674321,14.38974358974359,Alvheim
VISUND,55,229,284,69.39971791490986,0.013452501607720456,0.0,0.37163699899859715,25.741846976911322,30.17406942034388,25.266513371763086,78.41153051288593,-73.14950755790015,69.41605569256765,0.01349339294808914,0.010000000000087323,0.3714595878811964,25.63941792487149,30.076811715195486,25.15641627868996,78.05407105226774,-72.83076361316355,70.9362080893209,0.01833648420073244,1.0,0.35273651580700416,17.936216022342762,23.00061123990121,16.264616852862485,57.406050815568946,-47.0879656365422,exp,0.37163699899859715,78.41153051288593,30.17406942034388,25.266513371763086,-73.14950755790015,69.39971791490986,0.013452501607720456,0.0,39.2636091110806,0.211019881476799,-14.3598584609337,9.12833245275655,0.1273881879194631,North sea,0.0483176955831527,26.90268456375839,Gullfaks
